id,enabled,installdat,type,elevation,watertype,diameter,comment,status,mfg,saddlemfg,surveyelev,globalid,creationda,creator,editdate,editor,newt,northing,easting,icon_url
"4030",TRUE,2018/06/16,CorpStop,4912.087,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435607.855,3155541.912,./0.png
"4031",TRUE,2018/06/16,CorpStop,4911.629,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435606.927,3155511.201,./0.png
"4032",TRUE,2018/06/16,CorpStop,4911.468,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435606.901,3155500.483,./0.png
"4033",TRUE,2018/06/16,CorpStop,4910.867,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435607.785,3155451.882,./0.png
"4034",TRUE,2018/06/16,CorpStop,4910.863,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435607.721,3155441.213,./0.png
"4035",TRUE,2018/06/16,CorpStop,4910.815,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435606.369,3155409.126,./0.png
"4036",TRUE,2018/06/16,CorpStop,4910.813,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435606.216,3155399.525,./0.png
"4037",TRUE,2018/06/16,CorpStop,4910.401,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435606.913,3155351.296,./0.png
"4038",TRUE,2018/06/16,CorpStop,4910.382,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435606.633,3155341.966,./0.png
"4039",TRUE,2018/06/16,CorpStop,4909.775,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435605.825,3155307.201,./0.png
"4040",TRUE,2018/06/16,CorpStop,4908.816,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435290.02,3155610.579,./0.png
"4041",TRUE,2018/06/16,CorpStop,4908.762,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435290.202,3155602.063,./0.png
"4042",TRUE,2018/06/16,CorpStop,4908.634,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435288.981,3155597.469,./0.png
"4043",TRUE,2018/06/16,CorpStop,4908.833,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435289.076,3155589.406,./0.png
"4044",TRUE,2018/06/16,CorpStop,4908.189,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435289.727,3155507.632,./0.png
"4045",TRUE,2018/06/16,CorpStop,4908.367,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435288.245,3155477.864,./0.png
"4046",TRUE,2018/06/16,CorpStop,4908.332,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435288.111,3155467.679,./0.png
"4047",TRUE,2018/06/16,CorpStop,4908.258,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435289.125,3155460.228,./0.png
"4048",TRUE,2018/06/16,CorpStop,4908.342,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435289.005,3155449.496,./0.png
"4049",TRUE,2018/06/16,CorpStop,4907.458,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435288.527,3155364.588,./0.png
"4050",TRUE,2018/06/16,CorpStop,4907.438,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435287.336,3155357.67,./0.png
"4051",TRUE,2018/06/16,CorpStop,4907.272,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435288.39,3155351.155,./0.png
"4052",TRUE,2018/06/16,CorpStop,4907.215,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435287.347,3155347.775,./0.png
"4053",TRUE,2018/06/18,CorpStop,4909.12,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435545.643,3155246.897,./0.png
"4054",TRUE,2018/06/19,CorpStop,4918.06,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435910.159,3155215.206,./0.png
"4055",TRUE,2018/06/19,CorpStop,4918.742,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435911.713,3155157.97,./0.png
"4056",TRUE,2018/06/19,CorpStop,4919.059,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435910.003,3155120.203,./0.png
"4057",TRUE,2018/06/19,CorpStop,4919.23,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435910.006,3155112.32,./0.png
"4058",TRUE,2018/06/19,CorpStop,4919.271,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435910.832,3155096.913,./0.png
"4059",TRUE,2018/06/19,CorpStop,4919.196,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435910.724,3155089.819,./0.png
"4060",TRUE,2018/06/19,CorpStop,4920.46,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435909.368,3155021.223,./0.png
"4061",TRUE,2018/06/19,CorpStop,4920.452,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435909.504,3155010.964,./0.png
"4062",TRUE,2018/06/19,CorpStop,4920.596,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435911.329,3154994.69,./0.png
"4063",TRUE,2018/06/19,CorpStop,4920.534,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435911.674,3154988.127,./0.png
"4064",TRUE,2018/06/19,CorpStop,4920.932,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435914.568,3154921.454,./0.png
"4065",TRUE,2018/06/19,CorpStop,4920.983,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435914.956,3154912.748,./0.png
"4066",TRUE,2018/06/19,CorpStop,4921.33,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435918.361,3154877.124,./0.png
"4067",TRUE,2018/06/19,CorpStop,4921.305,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435918.946,3154868.278,./0.png
"4068",TRUE,2018/06/19,CorpStop,4921.494,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435920.977,3154824.199,./0.png
"4069",TRUE,2018/06/19,CorpStop,4921.65,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435904.432,3154762.823,./0.png
"4070",TRUE,2018/06/19,CorpStop,4921.54,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435896.753,3154762.613,./0.png
"4071",TRUE,2018/06/19,CorpStop,4923.769,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436016.949,3154770.005,./0.png
"4072",TRUE,2018/06/19,CorpStop,4923.97,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436025.391,3154770.376,./0.png
"4073",TRUE,2018/06/19,CorpStop,4925.963,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436136.074,3154770.802,./0.png
"4074",TRUE,2018/06/19,CorpStop,4926.07,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436138.857,3154771.886,./0.png
"4075",TRUE,2018/06/19,CorpStop,4925.906,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436145.069,3154770.933,./0.png
"4076",TRUE,2018/06/19,CorpStop,4926.906,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436208.047,3154794.169,./0.png
"4077",TRUE,2018/06/19,CorpStop,4926.894,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436210.533,3154796.608,./0.png
"4078",TRUE,2018/06/19,CorpStop,4927.736,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436214.886,3154888.38,./0.png
"4079",TRUE,2018/06/19,CorpStop,4927.82,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436213.764,3154926.214,./0.png
"4080",TRUE,2018/06/19,CorpStop,4928.047,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436213.621,3154938.135,./0.png
"4081",TRUE,2018/06/19,CorpStop,4928.055,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436214.969,3154949.412,./0.png
"4082",TRUE,2018/06/19,CorpStop,4928.176,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436215.004,3154958.313,./0.png
"4083",TRUE,2018/06/19,CorpStop,4927.981,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436214.406,3155027.68,./0.png
"4084",TRUE,2018/06/19,CorpStop,4928.003,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436214.352,3155032.688,./0.png
"4085",TRUE,2018/06/20,CorpStop,4919.162,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435911.81,3155344.365,./0.png
"4086",TRUE,2018/06/20,CorpStop,4919.338,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435912.91,3155346.345,./0.png
"4087",TRUE,2018/06/20,CorpStop,4919.28,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435912.951,3155359.213,./0.png
"4088",TRUE,2018/06/20,CorpStop,4918.735,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435912.317,3155415.511,./0.png
"4089",TRUE,2018/06/20,CorpStop,4919.062,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435913.571,3155450.881,./0.png
"4090",TRUE,2018/06/20,CorpStop,4919.061,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435913.698,3155459.062,./0.png
"4091",TRUE,2018/06/20,CorpStop,4918.907,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435912.52,3155491.709,./0.png
"4092",TRUE,2018/06/20,CorpStop,4918.63,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435912.936,3155542.085,./0.png
"4093",TRUE,2018/06/20,CorpStop,4918.522,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435914.097,3155550.231,./0.png
"4094",TRUE,2018/06/20,CorpStop,4918.474,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435914.001,3155559.664,./0.png
"4095",TRUE,2018/06/20,CorpStop,4918.098,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435912.707,3155632.222,./0.png
"4096",TRUE,2018/06/20,CorpStop,4918.188,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435912.557,3155640.422,./0.png
"4097",TRUE,2018/06/20,CorpStop,4917.984,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435913.597,3155650.447,./0.png
"4098",TRUE,2018/06/20,CorpStop,4917.883,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435914.215,3155659.233,./0.png
"4099",TRUE,2018/06/20,CorpStop,4916.86,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435913.733,3155728.386,./0.png
"4100",TRUE,2018/06/20,CorpStop,4916.619,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435913.78,3155735.788,./0.png
"4101",TRUE,2018/06/20,CorpStop,4916.8,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435971.846,3155741.777,./0.png
"4102",TRUE,2018/06/20,CorpStop,4918.53,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436041.582,3155741.974,./0.png
"4103",TRUE,2018/06/20,CorpStop,4918.529,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436050.786,3155741.972,./0.png
"4104",TRUE,2018/06/20,CorpStop,4918.442,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436162.709,3155741.01,./0.png
"4105",TRUE,2018/06/20,CorpStop,4918.587,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436174.147,3155740.542,./0.png
"4106",TRUE,2018/06/20,CorpStop,4918.943,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436217.595,3155733.927,./0.png
"4107",TRUE,2018/06/20,CorpStop,4918.987,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436217.667,3155728.718,./0.png
"4108",TRUE,2018/06/20,CorpStop,4919.248,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.997,3155705.195,./0.png
"4109",TRUE,2018/06/20,CorpStop,4919.478,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436217.981,3155626.327,./0.png
"4110",TRUE,2018/06/20,CorpStop,4919.668,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436218.031,3155616.175,./0.png
"4111",TRUE,2018/06/20,CorpStop,4919.527,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.876,3155608.42,./0.png
"4112",TRUE,2018/06/20,CorpStop,4919.664,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.613,3155558.303,./0.png
"4113",TRUE,2018/06/20,CorpStop,4919.852,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.658,3155549.734,./0.png
"4114",TRUE,2018/06/20,CorpStop,4920.395,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436217.368,3155509.029,./0.png
"4115",TRUE,2018/06/20,CorpStop,4920.632,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436217.687,3155497.113,./0.png
"4116",TRUE,2018/06/20,CorpStop,4920.897,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.727,3155458.63,./0.png
"4117",TRUE,2018/06/20,CorpStop,4921.343,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.011,3155408.989,./0.png
"4118",TRUE,2018/06/20,CorpStop,4921.553,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436215.955,3155398.567,./0.png
"4119",TRUE,2018/06/20,CorpStop,4921.594,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.955,3155384.81,./0.png
"4120",TRUE,2018/06/20,CorpStop,4921.789,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.823,3155378.126,./0.png
"4121",TRUE,2018/06/20,CorpStop,4922.065,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436215.386,3155348.04,./0.png
"4122",TRUE,2018/06/21,CorpStop,4923.24,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.288,3155269.307,./0.png
"4123",TRUE,2018/06/21,CorpStop,4923.527,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436216.12,3155258.677,./0.png
"4124",TRUE,2018/06/21,CorpStop,4926.024,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436214.524,3155158.169,./0.png
"4125",TRUE,2018/06/21,CorpStop,4926.185,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436215.674,3155150.568,./0.png
"4126",TRUE,2018/06/21,CorpStop,4926.202,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436214.487,3155147.761,./0.png
"4127",TRUE,2018/06/21,CorpStop,4926.259,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1436215.667,3155138.304,./0.png
"4128",TRUE,2018/06/22,CorpStop,4919.84,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.566,3156076.131,./0.png
"4129",TRUE,2018/06/22,CorpStop,4920.039,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.516,3156070.377,./0.png
"4130",TRUE,2018/06/22,CorpStop,4920.905,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435610.416,3156183.257,./0.png
"4131",TRUE,2018/06/22,CorpStop,4921.063,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.731,3156190.076,./0.png
"4132",TRUE,2018/06/22,CorpStop,4921.186,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.823,3156199.883,./0.png
"4133",TRUE,2018/06/22,CorpStop,4921.081,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.17,3156274.454,./0.png
"4134",TRUE,2018/06/22,CorpStop,4921.191,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.226,3156283.889,./0.png
"4135",TRUE,2018/06/22,CorpStop,4921.182,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435612.226,3156310.465,./0.png
"4136",TRUE,2018/06/22,CorpStop,4921.257,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435612.446,3156299.744,./0.png
"4137",TRUE,2018/06/22,CorpStop,4921.187,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.246,3156335.671,./0.png
"4138",TRUE,2018/06/22,CorpStop,4921.107,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435610.613,3156383.279,./0.png
"4139",TRUE,2018/06/22,CorpStop,4921.25,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.964,3156401.435,./0.png
"4140",TRUE,2018/06/22,CorpStop,4921.167,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.963,3156411.838,./0.png
"4141",TRUE,2018/06/22,CorpStop,4921.044,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435611.626,3156448.107,./0.png
"4142",TRUE,2018/06/22,CorpStop,4920.357,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435613.477,3156497.534,./0.png
"4143",TRUE,2018/06/22,CorpStop,4919.861,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435603.768,3156525.55,./0.png
"4144",TRUE,2018/06/22,CorpStop,4919.757,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435589.665,3156525.825,./0.png
"4145",TRUE,2018/06/22,CorpStop,4920.081,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435502.954,3156528.675,./0.png
"4146",TRUE,2018/06/22,CorpStop,4920.087,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435491.022,3156529.096,./0.png
"4147",TRUE,2018/06/22,CorpStop,4918.391,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435382.806,3156532.051,./0.png
"4148",TRUE,2018/06/22,CorpStop,4918.03,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435371.056,3156532.213,./0.png
"4149",TRUE,2018/06/22,CorpStop,4915.938,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435263.145,3156534.14,./0.png
"4150",TRUE,2018/06/22,CorpStop,4915.786,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435254.636,3156534.433,./0.png
"4151",TRUE,2018/06/22,CorpStop,4913.391,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435142.138,3156536.915,./0.png
"4152",TRUE,2018/06/22,CorpStop,4913.216,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435134.34,3156537.179,./0.png
"4153",TRUE,2018/06/22,CorpStop,4912.721,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435073.815,3156538.224,./0.png
"4154",TRUE,2018/06/22,CorpStop,4911.236,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435013.662,3156539.808,./0.png
"4155",TRUE,2018/06/23,CorpStop,4910.892,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434937.784,3156540.362,./0.png
"4156",TRUE,2018/06/23,CorpStop,4910.723,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434905.495,3156542.262,./0.png
"4157",TRUE,2018/06/23,CorpStop,4910.547,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434892.679,3156542.493,./0.png
"4158",TRUE,2018/06/23,CorpStop,4910.469,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434886.06,3156541.763,./0.png
"4159",TRUE,2018/06/23,CorpStop,4910.46,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434877.075,3156541.887,./0.png
"4160",TRUE,2018/06/23,CorpStop,4909.801,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434788.631,3156543.553,./0.png
"4161",TRUE,2018/06/23,CorpStop,4909.655,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434781.789,3156544.814,./0.png
"4162",TRUE,2018/06/23,CorpStop,4918.997,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435511.574,3156124.931,./0.png
"4163",TRUE,2018/06/23,CorpStop,4918.939,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435502.185,3156125.082,./0.png
"4164",TRUE,2018/06/23,CorpStop,4917.884,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435392.397,3156126.806,./0.png
"4165",TRUE,2018/06/23,CorpStop,4917.785,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435379.633,3156127.247,./0.png
"4166",TRUE,2018/06/23,CorpStop,4916.652,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435268.734,3156130.485,./0.png
"4167",TRUE,2018/06/23,CorpStop,4916.512,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435258.078,3156130.53,./0.png
"4168",TRUE,2018/06/23,CorpStop,4915.134,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435147.272,3156132.697,./0.png
"4169",TRUE,2018/06/23,CorpStop,4915.148,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435136.48,3156132.818,./0.png
"4170",TRUE,2018/06/23,CorpStop,4914.35,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435075.712,3156134.891,./0.png
"4171",TRUE,2018/06/23,CorpStop,4913.097,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434970.386,3156138.121,./0.png
"4172",TRUE,2018/06/23,CorpStop,4912.927,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434959.084,3156137.446,./0.png
"4173",TRUE,2018/06/23,CorpStop,4913.04,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1434948.668,3156137.647,./0.png
"4174",TRUE,2018/06/25,CorpStop,4912.924,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435032.551,3156453.619,./0.png
"4175",TRUE,2018/06/25,CorpStop,4913.134,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435032.367,3156445.809,./0.png
"4176",TRUE,2018/06/25,CorpStop,4914.26,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435030.264,3156345.459,./0.png
"4177",TRUE,2018/06/25,CorpStop,4914.409,Potable,"1","0",Active,Ford,Ford,Feature,,2021/06/28,rmaple,2021/06/28,rmaple,,1435030.099,3156334.027,./0.png
